angle,date,hour,power
38,2024-06-08,14,214.89252040377738
38,2024-06-08,15,134.8720857284608
38,2024-06-08,16,80.75421611437993
38,2024-06-08,17,25.97194977207515
38,2024-06-08,18,7.4419659709459465
38,2024-06-08,19,2.276691573065293
38,2024-06-08,20,0.0
38,2024-06-08,21,0.0
38,2024-06-09,6,299.17467744257664
38,2024-06-09,7,301.1910785102184
38,2024-06-09,8,332.58899545178065
38,2024-06-09,9,40.649369903274525
38,2024-06-09,10,29.857050314741784
38,2024-06-09,11,351.2839141233553
38,2024-06-09,12,257.81471610524915
38,2024-06-09,13,256.3699872233843
38,2024-06-09,14,144.91955743732223
38,2024-06-09,15,57.68679691055562
38,2024-06-09,16,9.418028954335048
38,2024-06-09,17,3.1884672393472346
38,2024-06-09,18,1.8049008049749706
38,2024-06-09,19,0.912965063850765
38,2024-06-09,20,0.0
38,2024-06-09,21,0.0
38,2024-06-10,6,276.8710960277989
38,2024-06-10,7,323.1580515841859
38,2024-06-10,8,312.85405020008295
